kp_chi,ki_chi,kp_phi,kd_phi,ki_phi,t_rise,t_set,overshoot
10,7.1532112666,9.9999318648,9.9731302152,4.7619942867,5.10770400306562,100,13668.8100743028
9.976673244,2.6848278809,7.3456985228,7.151355052,9.9991142428,4.04906983251749,100,211.491041423177
2.259792848,10,3.8322961364,9.7312955023,5.2297131554,4.90925929365678,100,36800.5616235762
4.7219747387,2.7656791722,10,5.1495261055,-2.624672537,5.24535900530659,100,203.634361505062
9.9016513005,10,3.9831173066,-5.652575209,9.9672542384,4.92822852037547,100,12170.374847162
9.9973427285,10,-5.983907074,10,-3.195682036,4.47718703610437,100,271.567187595363
4.8993422841,-4.030177161,8.6665520321,-10,-10,3.98311825479677,100,27333.7193743241
0.0804586072,3.1734661164,-7.390222023,-10,-10,4.47960968674536,100,268.458919922925
2.2167938999,-3.698548185,-10,-8.055782349,-9.863533435,4.47982741919477,100,25303.6975264138
-9.841375224,-6.350741163,-6.210642444,-9.321660267,-3.021181393,3.98311825479677,100,11814.963484918
-7.843749321,-9.969393683,-10,-3.964960876,-4.683610273,3.98311825479677,100,2376.93881696607
-10,-10,-8.195813384,-9.087368395,-10,3.98311825479677,100,12384.7295578652
-10,-7.65739298,1.5800138931,-10,-3.148939766,4.47982741919477,100,18298.9746848389
-0.294368165,2.8177225279,-9.091918964,-6.697323888,4.5822150445,4.47969166008864,100,22880.8130125712
1.4559283687,-9.614442272,-2.307983144,-0.04611321,-10,3.98326766266966,100,35903.3310942907
-10,-3.125140071,4.3272777724,-9.422172591,10,5.34271235454658,100,211.852428253876
3.4953186105,-8.723055453,-10,10,-5.556535232,4.03035255464627,100,26788.3834889119
2.848920058,-6.350569998,10,1.1717581045,9.7436466095,4.47751858658339,100,98012.3683361183
-10,3.8888211092,-4.307259536,9.9447309322,4.3976549646,5.17331080813526,100,36107.384873989
10,-3.319342549,9.315336517,2.4113820593,10,8.81920960801428,100,151.952462887289
6.3548661176,6.3886778386,3.5406676828,5.3034584442,-4.828758834,4.47643363053829,100,312.257722279557
9.9624438955,9.4826348029,4.7457996045,3.0385738783,10,4.0446198691776,10.1502246184786,167.235914297687
-0.357913568,0.3939198707,-0.946153366,9.6974971232,10,1.27621306676729,100,27644.4563268267
5.4848088243,3.6428720932,10,9.8931553356,-10,4.47302274968667,100,217.69477699028
-4.398285609,10,9.6516063544,-7.916623813,7.4344146162,3.1911682667007,100,19371.8158730635
10,4.723570438,-10,7.7438473677,10,7.51202734089155,100,7122.65818964823
9.8064306047,-0.535428631,10,5.9500714829,3.4023108418,9.71262276272244,100,17147.4132158332
-1.250627208,7.8977984668,9.9033069305,-3.35906722,-1.11171324,3.98442699067109,100,5989.67183484839
10,9.4884780078,3.9922218094,-2.702958798,-5.952988653,3.98311825479677,100,95595.7053733045
7.2046251282,4.1944508876,-10,-10,-8.053094947,4.47982741919477,100,275.459309029415
-2.967874664,-6.627881469,-9.993050213,-2.654777765,-9.973941253,3.98311825479677,100,12617.4103727762
-10,-9.840147592,4.8620509868,-10,-9.999931865,4.47982741919477,100,16644.0721372938
-1.142293318,-6.269686353,-3.812725418,-3.097597423,2.7838334828,3.98311825479677,100,281.467359267921
-6.33220002,-3.332721314,-3.016354733,3.7727615582,-2.091473403,3.40659446227137,49.6685154562675,38163.1080783629
-10,-5.37604428,1.4354512328,-1.138046045,-6.376926664,3.98365787894051,100,17080.822262237
3.6989476244,10,-3.4067849,-9.892783154,-10,4.47982741919477,100,275.443907930358
2.9266710586,-2.939983086,-3.579168117,-6.814095005,10,2.91694612571036,100,93539.21922197
-4.380273191,-3.795202496,-10,4.7360509505,-10,4.00336419587117,100,5049.55965098654
-10,-10,9.9216500079,-1.655093757,-7.724189836,3.19453263252467,100,14949.1743026141
-3.050383706,5.6278476453,-6.472385992,-10,10,3.98311825479677,100,39722.5487840426
10,-5.728324053,-10,9.9897175856,-10,0.303323668378942,100,26866.044778645
-10,-10,8.7852583555,-7.827968794,-2.622607346,4.47982741919477,100,28862.6722453582
-10,7.5793805665,-6.595404764,-4.110957937,9.9925187586,2.92507813616434,100,19731.6919217542
2.7052884097,-9.827465948,-3.720104142,8.8287839379,-10,3.99913695740092,100,35744.272787917
-10,1.5040941113,8.5418889165,-8.856483446,-9.93084553,4.47982741919477,100,275.167844266151
-5.83779213,9.4224154573,-10,-3.332563198,-4.581116285,3.98311825479677,100,95595.7053733045
9.946974487,-3.767471256,-9.959105817,-3.467517831,-0.055521073,4.47982741919477,100,18082.0373891156
-10,-10,-1.244091807,7.2943400143,10,5.40465097825119,100,100591.872632713
-5.700273106,-5.674057887,2.9802800365,10,9.8210775945,6.27437331429166,100,120.36931397009
-10,-4.060435581,8.368909057,10,6.2138057407,5.41215213364027,100,91242.9410226628
-8.94325721,3.0010683345,9.7798528745,8.1258302635,3.6337981479,7.87588181945411,100,26581.5005325172
9.9996593242,9.8980812357,10,-6.210443496,-2.148801847,3.98311825479677,100,2561.72265993655
10,10,-2.90410078,-0.038975025,10,4.46272199500416,100,21472.9494006224
8.9373600815,10,-8.302272708,3.9292047644,-7.618248254,4.47982741919477,100,275.349225560389
1.9192087183,-10,10,-10,0.9012206561,4.48017918300522,100,310.079629006269
-0.666734241,10,-10,10,-10,4.47944975473093,100,311.599561006112
9.967981922,-10,-2.615695589,-10,1.3917151365,4.47982741919477,100,274.793586010471
-10,3.8616151858,-9.908957789,2.1073793978,8.7487257399,6.76925537106119,100,463.011291638658
6.5270262933,0.3712467572,0.8020913672,7.5519303987,-0.921844047,1.46659399354842,100,42.3826222505865
-9.226262285,-0.328752065,10,-4.753284047,9.9997955945,9.60021385030302,100,268.996988986501
1.0331782293,8.3403322955,0.9892108052,9.8847944419,-3.022833129,4.47395286459769,100,303.478831859573
10,5.4131715013,10,-7.939701848,10,4.94916555142498,100,2531.32002413681
-1.260383479,1.7784669202,-2.573110324,10,-10,4.46723190955371,100,270.945774083443
10,-9.104491859,9.0273690191,-6.73553255,-10,3.98311825479677,100,20879.3999468245
-10,10,-1.792873299,-8.530168211,-10,3.98311825479677,100,95603.9392364448
5.0852697889,-4.601788849,-7.930300382,-0.607127759,5.7345200689,5.50476512966798,100,158.795744749059
-8.328837449,-9.698922903,-6.181868833,6.5323059822,-2.790627122,4.03061941394881,100,33058.1269235573
-9.976539699,0.0822544343,10,4.6163764181,10,0.0477400515627018,100,94158.2289272433
-10,3.6305575761,5.7740386864,9.8735602064,-9.801364183,4.46767627964526,100,285.997157376616
10,8.1867606988,10,-6.342220542,-10,3.98311825479677,100,95598.5995232097
2.5719119886,10,-8.490852911,-1.744253385,6.8053699532,4.37949574406357,100,37606.9049477581
9.9927912992,-9.896646582,-4.730043013,10,-5.759670204,3.99502174230189,100,24316.9579416478
-10,-6.13797685,10,-6.759406159,4.4338690998,4.4791222792187,100,281.465802996816
-7.467751357,10,-1.581854721,-10,10,5.39011066550301,100,25185.0044686364
6.3391432228,-9.110452432,3.7099156685,2.8944618391,10,4.47405344517902,100,194.239734104523
-9.908110187,-2.533799989,-0.163679838,10,2.1366216824,7.67805940946115,100,112.112918423568
-2.570330023,2.1847073413,9.7643452013,1.8816923374,-1.840720117,5.28417801630267,100,818.556127569341
1.0353379801,10,0.8253755027,-1.761555895,9.0238032888,5.00290040700147,100,26620.9514542868
9.8772932505,4.180002326,-3.160541828,6.453076676,-6.016929606,4.47898979216009,100,272.318247027611
-2.032763836,1.3536589588,6.3237288264,-10,-7.581825186,4.47982741919477,100,275.443907930358
-9.999795594,3.6114682312,-6.195028366,-10,-9.78343927,3.98311825479677,100,88311.0419529899
9.5320640332,-5.791189603,-6.624259241,-9.351374435,-3.961068424,4.47982741919477,100,37119.1653025543
-9.252747116,-9.847957736,-10,-2.396198444,8.331942809,4.02228234791571,100,151.898573934061
2.0677872596,-10,-1.13034704,10,10,5.3146800989921,100,259.388817913131
-10,-3.814747732,8.8296055935,10,-10,4.01303185531774,100,26275.7329594827
7.2370652212,10,5.1185009571,-10,-6.222904605,3.98311825479677,100,95599.7740422552
6.1769021152,7.5124100937,-10,-7.287651267,10,5.50426474092226,100,22498.6319241199
5.9723194828,-8.678313661,-9.647039663,3.8384492925,-10,3.96750520637065,100,31735.25145378
-9.931164403,-9.03613087,5.5634794554,-1.78804561,1.1988202491,4.47887097382696,100,116.8964762744
-10,9.7461218239,-4.536866715,5.655731743,-6.32215234,4.4733053929499,100,311.721701482045
1.2026682996,-2.371519667,4.1043685141,-10,10,4.80104170698399,100,93434.2122906783
3.7066679281,-3.596263715,-10,5.4791867387,10,4.48761706211136,100,72914.6257171172
9.0788807545,-8.308412114,10,8.9773012919,10,5.2764229841761,100,94844.9861075542
-10,9.7354229673,10,9.9999318648,0.1155185742,1.24289534622229,100,9644.87236580455
10,4.4907524792,10,-0.097555765,9.7829263702,5.54296935000337,49.6287439130591,10.8968315031517
4.3053401403,9.9894799301,-4.068322168,8.4667304462,1.7011643663,4.06515175786034,100,18194.3098769439
10,2.9355298657,9.9998637297,-2.985902994,-0.263166037,3.98267942195133,100,52318.5994994212
-0.746902354,9.0561756305,9.9993186483,-2.230314555,-10,3.98263875173888,100,95596.8560511115
7.1702950133,3.0774070778,1.624012832,-2.345853832,-1.249756716,3.98311825479677,100,95599.7740422552
6.2805631898,4.2451065375,-6.992140629,1.5960046118,8.6140804221,4.68259798345528,100,40776.2558452382
3.5994565212,-3.806786939,0.0021411482,10,-6.407815524,4.01566199241741,100,12706.0921707721
-7.078308067,4.419859704,10,-8.269957408,-1.711004751,4.47982741919477,100,4772.99341189583
-1.730175385,8.7606635964,-5.520521647,4.1149295889,6.2071429535,5.76964871680899,100,11190.1925179165
10,-6.269975555,0.8258747315,4.1936645305,-2.815974429,3.99972720655771,100,22679.1598759098
-4.381625986,2.7599339956,10,-3.576916532,-7.219635693,4.47996187153639,100,272.48765489983
-5.66432287,10,-4.025078516,-10,1.7313351851,3.98311825479677,100,29848.5908764447
8.4712255301,-10,-4.615622147,5.7651056617,8.9386517325,4.53656591249776,100,175.542779940497
-7.225435738,0.3333532028,3.4659883995,6.2381796495,6.6713930853,9.81178831958803,100,82521.0994165902
1.3492290723,1.6445666267,5.0625863278,9.9997955945,-4.057238205,4.41219096655791,100,307.591557495926
3.7301680652,9.9998637297,8.5122954949,-3.682385926,10,3.91316433119989,49.8595119394082,12926.7470960702
4.1849629651,10,-2.268914624,-3.55888013,-4.146126735,4.47982741919477,100,275.443907930358
10,4.6751532144,4.5180550035,4.3150439937,1.8233342738,5.27099725041207,100,29053.7886801642
1.8979681691,1.8314107631,4.4339672925,0.7590663547,-5.494270358,4.47354081652212,100,305.359792002353
-3.997634599,0.8598629716,-0.524265667,-8.132585657,10,4.21543683040659,100,366.750979727534
6.3382108792,9.7230780959,-2.667159233,10,-10,4.47917642814183,100,271.040835655771
7.0571816832,-2.818936668,10,-10,-0.860585914,3.98311825479677,100,95599.0943911772
1.7916559367,6.2795630631,-10,2.550431947,1.5746695043,4.47982741919477,100,55534.6810531454
8.5287076325,-10,8.2224269844,4.055733803,-10,0.25661863896522,100,18150.53611479
-5.178458411,2.3923379332,-1.635580693,-9.923518874,2.5626863124,3.98311825479677,100,23861.0387204327
9.5894510618,0.0972220654,-9.45654771,4.1410061937,-10,4.47982741919477,100,275.167844266151
-1.181345506,-10,1.9614087748,-10,6.9479284794,4.47982741919477,100,94186.1330575763
-10,3.2741358756,-6.428236652,5.389086074,-1.671476148,4.44902017996283,100,302.868350181717
-1.68483946,-10,3.7398833146,-3.998956131,-9.41947845,4.47982741919477,100,23357.4583974087
-10,8.2196712851,2.2994260574,-10,1.075897743,4.47982741919477,100,27340.533845414
4.1545284476,-3.953413159,-4.446610384,10,6.7149751863,5.48797079836619,100,157.997833815736
3.5516404361,-10,-1.567646959,4.4078067015,-3.878499136,3.98463501644885,100,36399.0741662368
-9.999659324,-0.220654547,1.5497013087,-7.94904016,-4.847320769,4.47982741919477,100,7165.24882011023
6.7556932062,6.9148692451,-2.53179498,-3.967862761,4.2868057821,4.51641085949379,100,17993.9989585305
1.1613672898,0.1829052,-10,-1.88459547,10,4.51652258499059,100,23877.3496529547
0.6052720287,-3.847376092,-0.319934421,10,0.8977030711,6.6856919386792,100,185.918170523632
-7.087635071,0.1841337535,10,10,-3.953998984,1.57042689665584,100,10035.4264590061
-2.134114976,9.2818885815,9.9636839556,-0.513776827,6.0717412669,3.78512150885434,100,19487.6897988775
9.9777198001,10,1.5747755499,9.5888725066,0.0636976575,1.56019926253866,100,22940.6699632611
