phi_gains_1,phi_gains_2,phi_gains_3,chi_gains_1,chi_gains_2,theta_gains_1,theta_gains_2,theta_gains_3,h_gains_1,h_gains_2,h_gains_3,V_gains_1,V_gains_2,chi_out_1,chi_out_2,chi_out_3,h_out_1,h_out_2,h_out_3,p_out,q_out
0.6708071759,0.1500531205,0.0213392845,0.6882932671,0.0522276293,-0.980102739,-0.474558479,0.2615214696,0.0194795451,0.0441157953,0.0039999955,0.2069124915,0.4282165977,9.9818546373966,28.6967125664579,2.4605053231586,7.07209775942305,6.78027916036393,0.604205923075041,0.840610752459582,1.6489778135762
0.5465938772,0.11168512,0.3777005118,0.8837481196,0.0501950998,-1.817160619,-0.480245473,0.0279668254,0.0121355492,0.0374384359,0.0030848095,0.2535755402,0.5020362826,8.10337504330536,30.8235009235613,6.32534839131031,25.1665621862159,15.8215572634402,0.274102202028903,2.1535040232829,0.524244959718265
0.5804646925,0.2241752205,0.3475297325,0.2480437402,0.0874976519,-1.773114233,-0.458352944,0.3138694103,0.0168736847,0.0350807432,0.0047045215,0.2147188904,0.5474077317,14.9512982811415,100,35.7877319823763,3.52894258943973,22.9631466685451,3.89464752371678,2.63775695957703,14.1537373819202
0.898221659,0.0889574518,0.1093424668,0.954796454,0.0706696036,-0.770306076,-0.429358251,0.3216514178,0.0129111665,0.0291709007,0.0047374682,0.2499997757,0.4177372928,7.37042857889558,21.5269901825257,2.53965949592572,4.08026667646152,22.7043386235331,4.04228145931855,0.481407785472761,22.5218626147311
0.7522456699,0.1189110118,0.3837462976,0.6665608679,0.0058946116,-1.300894861,-0.427853099,0.4031714075,0.0184534617,0.0471869818,0.0044041008,0.2551671846,0.4572209349,12.2994655660598,20.074336407395,0.824608829987161,4.92188968614242,4.96928232549389,1.83069294473848,1.37682990378476,2.07266102760593
0.8177063855,0.2390715832,0.1741970238,0.4700327717,0.0910046704,-0.646067062,-0.412727943,0.2735790071,0.0189449627,0.0204861765,0.0034387241,0.245305376,0.5700038136,9.70280002513386,100,18.3130437918623,2.35013936649689,9.29734845468453,4.00014052526603,2.74334736357766,5.91991422726786
0.9183061203,0.249882331,0.2489561279,0.5133375658,0.0238099652,-2.007202375,-0.407277301,0.0541996221,0.0150758318,0.0220686951,0.0036292414,0.2089622176,0.4322168603,14.3800865379473,22.0952990924783,1.89582909248867,8.29588293030178,6.30680117676138,0.245116067895057,1.71962248812672,0.441536130839091
0.9450281697,0.1257587216,0.1767623484,0.8223861883,0.0130439058,-1.241249667,-0.460376359,0.1574289991,0.0112028409,0.0320163747,0.0032577456,0.2931306104,0.4471731825,9.70743221816845,17.0400157847177,0.536610674467419,10.9196356964646,9.79742471496424,0.58958101230544,0.58137816475299,0.723970745253298
0.9741285538,0.0648051264,0.3249477647,0.7266652462,0.0069745394,-2.401023814,-0.475694974,0.1365130535,0.0158113333,0.020951562,0.0041258501,0.2397202033,0.5453155037,11.3470874901278,19.2917485917888,0.364512411054374,5.898084513154,5.17353569473737,0.35748576568031,0.79811374272489,0.430311577385121
0.6223949906,0.075884021,0.0955629537,0.8562993805,0.0648584815,-1.208203933,-0.40567788,0.1760251979,0.0161305054,0.0418410208,0.0040966153,0.2106158715,0.5635315856,8.66447455082863,27.6061407528664,2.53043897414114,8.81863907292642,7.87675778066453,0.458704231803075,0.675569953132601,1.00811579421221
0.7077554538,0.1571069609,0.3115497105,0.5031324071,0.056630659,-2.602538062,-0.472359166,0.4803284338,0.0191289238,0.0267754671,0.0044679102,0.2716241158,0.5889718857,10.1751391474018,100,16.9418280512726,3.52359102705363,3.59937713437228,1.52719285017973,1.54608697477443,0.511687361582625
0.6068472717,0.0587488401,0.1539383109,0.6365349658,0.0620939825,-1.747013241,-0.442683248,0.2397154867,0.0103456231,0.0166473396,0.0033280194,0.2236906935,0.4209705321,11.1768640463552,33.1964646018269,3.25905044036345,8.84796420772427,7.69873830634616,0.405411495892039,1.05378618508427,0.541283374321162
0.8405568099,0.1046504797,0.2698482683,0.2589544605,0.0795940581,-1.145703803,-0.469258954,0.2206650242,0.0125904897,0.048264399,0.0031910635,0.2220404238,0.5149711619,19.2059549865602,100,15.078648584552,10.6644297620308,9.51189884716825,0.69668062486945,1.0570632772023,0.729845087196278
0.810936605,0.0109975761,0.2420455367,0.6588093976,0.071822465,-2.87955728,-0.454073547,0.1158969072,0.0172591724,0.0326962977,0.0039391735,0.2900059161,0.5776910109,10.0056665545598,30.5183404012116,3.6564730728589,8.65673963071234,6.55153575520537,0.199561314130103,0.328602483614832,0.355374223829573
0.9674597675,0.1798447446,0.1494803436,0.3454102521,0.0116641379,-0.806763219,-0.449185331,0.4745103696,0.016743564,0.0366191169,0.00420953,0.2334018573,0.476541011,21.6398835521683,34.7830189475865,0.813266081491437,3.9834793159546,4.35709220531728,1.95770467301204,0.616875017686296,3.13432019444702
0.792601791,0.0544519866,0.0150393776,0.4853019331,0.0037598444,-1.101364331,-0.435487387,0.2881005078,0.0146762661,0.0189244024,0.0040521075,0.2872772127,0.4504917039,15.8123433542492,25.7201542664257,0.760166103336002,4.91117880491913,5.09715684104343,1.13683985861999,0.384457950715422,1.26885132460573
0.5296851152,0.1635964424,0.0293733245,0.6066715692,0.0958842078,-2.2653972,-0.4154062,0.4558759611,0.0152871034,0.0394982307,0.0037406195,0.2472132729,0.445014712,10.0756283692077,37.9373065862264,4.33196697807312,8.88006408798504,7.24157235595669,0.203046514808047,1.11502230644206,0.826050404868147
0.6264503625,0.1312392226,0.1002087865,0.2751405614,0.0156143936,-2.699296679,-0.491768577,0.1696230452,0.018526113,0.0227690223,0.0031466507,0.2498372755,0.497855321,25.8720414584289,38.6985754951495,1.18283064079165,11.3720870758246,6.21996826554731,0.175471751366296,0.76279319088415,0.40342523366304
0.8823244465,0.1373868099,0.2867749873,0.9058304132,0.0939164632,-1.719263725,-0.404218156,0.4652498173,0.0144944815,0.0143894331,0.0038287821,0.2780590296,0.5060672039,8.25163034158443,25.2475467847147,3.8104306735844,3.85973250115002,4.00937547967432,1.08195238230666,1.08144344206457,0.924435557208192
0.8934874705,0.1478767197,0.0682668155,0.2879659015,0.0483985325,-1.908370023,-0.431083663,0.0188789803,0.0178277176,0.0429478737,0.0036798185,0.2662674947,0.5509907606,19.7569607147424,100,7.64865219886106,21.9488881620606,12.5747205811096,0.208086551255615,0.620913205244913,0.467518049093898
0.6863493198,0.1870667346,0.1432754077,0.3163517665,0.0667541979,-1.489912298,-0.487111329,0.4190217114,0.0123246515,0.0198302901,0.003562496,0.2911569018,0.5560266985,16.2332929721403,100,14.2198070198351,3.86352106395638,21.2978893059501,3.02875764709751,1.71557955611032,0.837675170620641
0.7631362135,0.2355385235,0.2181243998,0.3767932407,0.0465120816,-1.59863852,-0.494903259,0.3555750476,0.0139549568,0.0454541339,0.0049278694,0.2604781244,0.4254607206,14.4563763949018,48.4771864037057,11.9493151558131,3.0760962809965,100,9.64501147026915,2.19386852820106,25.5933671217866
0.7274168447,0.0179058467,0.2964251122,0.8397189156,0.0859297274,-0.680627387,-0.495866887,0.2016653815,0.0155664674,0.0259321991,0.0038761981,0.2678696217,0.4399681821,8.17011288811752,26.6299891961339,4.55047430667392,2.90993569431508,25.6225010256116,6.40075328744085,0.957695049218597,20.2788770258751
0.9524117673,0.1943201422,0.0856610897,0.7784563244,0.0584166007,-1.344557412,-0.492772923,0.4070798415,0.0154360507,0.0181175362,0.0046203223,0.2179025897,0.5191491067,8.68327488919772,26.4866532481256,2.73440478956504,3.57743997707328,4.09347361191915,1.90528717696752,0.70768099478559,1.40181334335765
0.805182427,0.267680492,0.0589075948,0.7126303616,0.0389342004,-1.873015205,-0.477547798,0.1109580493,0.0133322764,0.0115875094,0.0042886044,0.2564943656,0.4079367848,9.50076165488098,15.2738703509583,1.75922383785423,5.31965294096456,5.05001497304827,1.15045112847265,1.01506650809121,0.592295166835697
0.8614389298,0.2179628622,0.2261363796,0.9386457996,0.0251606842,-2.172177394,-0.483240664,0.2972672503,0.0180775498,0.0461727045,0.0033895265,0.2852634336,0.5390588471,8.95978226523069,14.7593013403411,1.10177187030949,8.04873405013878,6.78243886672959,0.241360205176067,1.31360305933819,0.573766368211541
0.7851069948,0.0338585536,0.1611962019,0.528919299,0.0931729756,-2.116613401,-0.485406021,0.0442231345,0.0142963777,0.0448079372,0.0045526407,0.2129635605,0.4800823742,11.3295410231561,48.4682445669227,6.46163701096925,12.5550565665611,9.51877566997441,0.24012146927852,0.364612970224735,0.513010237684595
