chi_gains_1,chi_gains_2,phi_gains_1,phi_gains_2,phi_gains_3,h_gains_1,h_gains_2,theta_gains_1,theta_gains_2,theta_gains_3,V_gains_1,V_gains_2,chi_out_1,chi_out_2,chi_out_3,h_out_1,h_out_2,h_out_3,p_out,q_out
0.820408163265306,0.0979591836734694,0.540816326530612,0.189795918367347,0.212244897959184,0.0157142857142857,0.00308163265306122,-2.18367346938776,-0.477551020408163,0.163265306122449,0.230612244897959,0.563265306122449,5.34113769701063,100,6008.51254447258,2.5734197855352,100,6.04115480822227,100,100
0.96734693877551,0.0387755102040816,0.989795918367347,0.00612244897959185,0.293877551020408,0.0175510204081633,0.00430612244897959,-1.8265306122449,-0.430612244897959,0.0408163265306122,0.26530612244898,0.502040816326531,9.29272036458486,100,0,2.25511419873887,100,9.57192982403627,13.5383743222832,33.914064043205
0.836734693877551,0.0122448979591837,0.581632653061224,0.226530612244898,0.146938775510204,0.0126530612244898,0.00377551020408163,-0.959183673469388,-0.404081632653061,0.0816326530612245,0.255102040816327,0.424489795918367,26.0136300267484,100,34596.9533505542,100,100,0,100,100
0.444897959183673,0.00204081632653062,0.877551020408163,0.257142857142857,0.302040816326531,0.0177551020408163,0.00312244897959184,-1.77551020408163,-0.420408163265306,0.275510204081633,0.240816326530612,0.408163265306122,13.3435116858434,100,44662.673613923,100,100,0,100,100
0.461224489795918,0.0244897959183673,1,0.177551020408163,0.351020408163265,0.0169387755102041,0.00373469387755102,-1.97959183673469,-0.481632653061224,0.214285714285714,0.238775510204082,0.575510204081633,7.63655407900577,100,21418.6414153733,100,100,0,100,100
0.804081632653061,0.0836734693877551,0.5,0.0306122448979592,0.155102040816327,0.0122448979591837,0.0046734693877551,-1.41836734693878,-0.479591836734694,0.112244897959184,0.253061224489796,0.489795918367347,6.28043017810065,100,13.8154145945883,3.49784332862986,100,2.10457632131522,100,100
0.248979591836735,0.0795918367346939,0.979591836734694,0.104081632653061,0.0979591836734694,0.0187755102040816,0.00495918367346939,-0.857142857142857,-0.410204081632653,0.13265306122449,0.261224489795918,0.526530612244898,7.25410396439339,100,230.370207067597,100,100,0,100,100
0.722448979591837,0.0918367346938776,0.704081632653061,0.183673469387755,0.285714285714286,0.0116326530612245,0.00304081632653061,-0.755102040816326,-0.455102040816327,0.418367346938776,0.212244897959184,0.46530612244898,100,100,0,100,100,0,100,100
0.297959183673469,0.036734693877551,0.969387755102041,0.128571428571429,0.236734693877551,0.0106122448979592,0.00438775510204082,-2.8469387755102,-0.438775510204082,0.224489795918367,0.202040816326531,0.477551020408163,6.45727847850059,100,31764.9685827987,2.15913633932308,100,7.78353512334393,100,100
0.738775510204082,0.0163265306122449,0.76530612244898,0.140816326530612,0.114285714285714,0.0173469387755102,0.005,-0.5,-0.442857142857143,0.244897959183673,0.3,0.481632653061224,100,100,0,100,100,0,100,100
0.314285714285714,0.0448979591836735,0.795918367346939,0.0979591836734694,0.244897959183673,0.0161224489795918,0.00483673469387755,-2.43877551020408,-0.424489795918367,0.193877551020408,0.283673469387755,0.412244897959184,6.97129173585701,100,24743.5356364862,2.20224578231737,100,7.54379363313344,100,100
0.951020408163265,0.0571428571428571,0.591836734693878,0.13469387755102,0.342857142857143,0.0144897959183673,0.00402040816326531,-2.89795918367347,-0.43265306122449,0.336734693877551,0.208163265306122,0.416326530612245,7.61072458082346,100,14334.3157360522,100,100,0,100,100
0.477551020408163,0.0469387755102041,0.714285714285714,0.0795918367346939,0.163265306122449,0.0171428571428571,0.0033265306122449,-1.26530612244898,-0.4,0.0204081632653061,0.295918367346939,0.546938775510204,6.22885833703631,100,14.9002138850921,2.90904020984414,100,8.4031325565324,40.8608959431341,33.4593331846454
0.657142857142857,0.0489795918367347,0.887755102040816,0.3,0.00816326530612246,0.0159183673469388,0.00361224489795918,-2.59183673469388,-0.495918367346939,0.357142857142857,0.23469387755102,0.436734693877551,7.27635116360974,100,35004.2248273179,2.60094550655688,100,1.15898244568065,100,100
0.363265306122449,0.0755102040816327,0.816326530612245,0.159183673469388,0.122448979591837,0.0195918367346939,0.00340816326530612,-1.36734693877551,-0.473469387755102,0.397959183673469,0.291836734693878,0.448979591836735,100,100,0,100,100,0,100,100
0.346938775510204,0.063265306122449,0.846938775510204,0.287755102040816,0.383673469387755,0.0138775510204082,0.00463265306122449,-1.06122448979592,-0.418367346938776,0.0612244897959184,0.23265306122449,0.551020408163265,6.07440816975282,100,30946.7326944232,100,100,0,100,100
0.395918367346939,0.0897959183673469,0.897959183673469,0.238775510204082,0.089795918367347,0.0124489795918367,0.00389795918367347,-1.46938775510204,-0.412244897959184,0.204081632653061,0.269387755102041,0.428571428571429,6.24528309514647,100,51035.4451861099,100,100,0,100,100
0.755102040816326,0.0326530612244898,0.551020408163265,0.16530612244898,0.106122448979592,0.0191836734693878,0.00406122448979592,-0.653061224489796,-0.448979591836735,0.469387755102041,0.210204081632653,0.53469387755102,100,100,0,100,100,0,100,100
0.330612244897959,0.0183673469387755,0.642857142857143,0.281632653061224,0.0816326530612245,0.0130612244897959,0.00422448979591837,-1.52040816326531,-0.489795918367347,0.306122448979592,0.297959183673469,0.571428571428571,100,100,0,100,100,0,100,100
0.918367346938776,0.0551020408163265,0.806122448979592,0.116326530612245,0.0326530612244898,0.0140816326530612,0.00369387755102041,-1.01020408163265,-0.483673469387755,0.102040816326531,0.2,0.559183673469388,6.83802733516238,100,50895.2384022881,100,100,0,100,100
0.771428571428571,0.0306122448979592,0.938775510204082,0.0857142857142857,0.0244897959183674,0.0146938775510204,0.00348979591836735,-2.28571428571429,-0.422448979591837,0.448979591836735,0.236734693877551,0.542857142857143,9.85137949711695,100,56967.6277473098,100,100,0,100,100
0.493877551020408,0.00612244897959184,0.571428571428571,0.110204081632653,0.261224489795918,0.0110204081632653,0.00471428571428571,-3,-0.461224489795918,0.122448979591837,0.281632653061224,0.538775510204082,100,100,0,1.93869567694049,100,10.8940280391493,13.9410883131642,100
0.93469387755102,0.0591836734693878,0.826530612244898,0.244897959183673,0.359183673469388,0.016530612244898,0.0043469387755102,-1.16326530612245,-0.451020408163265,0.0306122448979592,0.242857142857143,0.404081632653061,5.68930134834007,100,16.6670522448755,3.85577911151563,100,5.65977353900129,24.6233420777098,100
0.983673469387755,0.0673469387755102,0.520408163265306,0.214285714285714,0.073469387755102,0.0185714285714286,0.00385714285714286,-1.57142857142857,-0.408163265306122,0.408163265306122,0.293877551020408,0.497959183673469,100,100,0,100,100,0,100,100
0.787755102040816,0.0346938775510204,0.785714285714286,0.269387755102041,0.277551020408163,0.0128571428571429,0.00316326530612245,-2.08163265306122,-0.497959183673469,0.0918367346938775,0.285714285714286,0.469387755102041,7.89046427187021,100,6.6032513527374,2.40103066655679,100,8.07582242896738,100,100
0.23265306122449,0.0693877551020408,0.693877551020408,0.0489795918367347,0.310204081632653,0.0193877551020408,0.00451020408163265,-0.908163265306122,-0.485714285714286,0.142857142857143,0.222448979591837,0.514285714285714,6.634614201082,100,55375.9899045475,100,100,0,100,100
0.608163265306122,0.0510204081632653,0.510204081632653,0.293877551020408,0.195918367346939,0.0120408163265306,0.00459183673469388,-1.11224489795918,-0.453061224489796,0.479591836734694,0.246938775510204,0.440816326530612,9.37013680937618,100,14269.121220886,100,100,0,100,100
0.624489795918367,0.0938775510204082,0.530612244897959,0.073469387755102,0,0.016734693877551,0.00381632653061225,-1.6734693877551,-0.446938775510204,0.428571428571429,0.224489795918367,0.4,9.78703277657283,100,25670.1020573903,100,100,0,100,100
0.510204081632653,0.0959183673469388,0.959183673469388,0.0918367346938775,0.33469387755102,0.013469387755102,0.00344897959183673,-1.87755102040816,-0.43469387755102,0,0.226530612244898,0.461224489795918,5.71595394168038,100,29.5707047771272,2.16682397287519,100,9.70251249662588,43.4982372592759,100
0.526530612244898,0.0714285714285714,0.948979591836735,0.146938775510204,0.228571428571429,0.0179591836734694,0.00446938775510204,-1.31632653061224,-0.440816326530612,0.459183673469388,0.206122448979592,0.457142857142857,100,100,0,100,100,0,100,100
0.902040816326531,0,0.561224489795918,0.122448979591837,0.4,0.0142857142857143,0.00397959183673469,-1.92857142857143,-0.414285714285714,0.346938775510204,0.259183673469388,0.56734693877551,100,100,0,100,100,0,100,100
0.379591836734694,0.026530612244898,0.724489795918367,0.0428571428571429,0.326530612244898,0.0112244897959184,0.00455102040816327,-0.551020408163265,-0.444897959183673,0.173469387755102,0.244897959183673,0.444897959183673,100,100,0,100,100,0,100,100
0.673469387755102,0.0102040816326531,0.857142857142857,0.208163265306122,0.0489795918367347,0.0181632653061224,0.00414285714285714,-2.48979591836735,-0.428571428571429,0.0102040816326531,0.214285714285714,0.518367346938776,100,100,0,1.91022145760918,100,10.4904596219442,17.8798895949534,49.9320382298437
0.542857142857143,0.0142857142857143,0.602040816326531,0.263265306122449,0.171428571428571,0.01,0.00320408163265306,-2.33673469387755,-0.426530612244898,0.0714285714285714,0.216326530612245,0.555102040816327,9.08962562712485,100,0,2.1085024025657,100,11.1834829460287,16.7096620409633,100
1,0.0408163265306122,0.918367346938776,0.153061224489796,0.220408163265306,0.0102040816326531,0.00418367346938775,-1.62244897959184,-0.436734693877551,0.377551020408163,0.271428571428571,0.43265306122449,100,100,0,100,100,0,100,100
0.26530612244898,0.0204081632653061,0.663265306122449,0.275510204081633,0.204081632653061,0.02,0.00491836734693878,-2.64285714285714,-0.469387755102041,0.285714285714286,0.228571428571429,0.506122448979592,7.98222570611134,100,25994.7932876801,2.56375656921076,100,1.68508648956689,100,100
0.412244897959184,0.0816326530612245,0.73469387755102,0.220408163265306,0.0408163265306122,0.0151020408163265,0.00487755102040816,-2.79591836734694,-0.493877551020408,0.0510204081632653,0.26734693877551,0.485714285714286,6.16495222396131,100,33.7845935472564,1.90975073759702,100,10.3288274656051,45.9357829695475,49.9850798051384
0.428571428571428,0.0857142857142857,0.63265306122449,0.0551020408163265,0.391836734693878,0.0104081632653061,0.00336734693877551,-2.38775510204082,-0.475510204081633,0.326530612244898,0.273469387755102,0.579591836734694,6.37165978922421,100,14931.6223217055,100,100,0,100,100
0.706122448979592,0.0877551020408163,0.683673469387755,0.036734693877551,0.375510204081633,0.0163265306122449,0.00410204081632653,-0.602040816326531,-0.459183673469388,0.438775510204082,0.279591836734694,0.510204081632653,100,100,0,100,100,0,100,100
0.575510204081633,0.0428571428571429,0.908163265306122,0.202040816326531,0.36734693877551,0.0118367346938776,0.003,-0.806122448979592,-0.406122448979592,0.36734693877551,0.287755102040816,0.583673469387755,100,100,0,100,100,0,100,100
0.591836734693878,0.00408163265306122,0.653061224489796,0,0.0653061224489796,0.0148979591836735,0.00324489795918367,-2.69387755102041,-0.46734693877551,0.183673469387755,0.257142857142857,0.420408163265306,39.989954478125,100,13045.99989058,2.02014867721271,100,9.34630481056844,100,100
0.281632653061224,0.0612244897959184,0.86734693877551,0.0673469387755102,0.0163265306122449,0.0108163265306122,0.00353061224489796,-1.72448979591837,-0.487755102040816,0.316326530612245,0.251020408163265,0.530612244897959,7.32480216599764,100,47672.8455648457,100,100,0,100,100
0.853061224489796,0.0224489795918367,0.755102040816326,0.195918367346939,0.138775510204082,0.0197959183673469,0.00357142857142857,-2.74489795918367,-0.457142857142857,0.255102040816327,0.289795918367347,0.591836734693878,20.7708093182673,100,40036.2529631747,2.17787560294955,100,6.41463051633167,100,100
0.2,0.0530612244897959,0.612244897959184,0.251020408163265,0.179591836734694,0.0136734693877551,0.00328571428571429,-0.704081632653061,-0.463265306122449,0.153061224489796,0.248979591836735,0.473469387755102,10.7068547946183,100,58701.3772297319,100,100,0,100,100
