chi_gains_1,chi_gains_2,phi_gains_1,phi_gains_2,phi_gains_3,h_gains_1,h_gains_2,h_gains_3,theta_gains_1,theta_gains_2,theta_gains_3,V_gains_1,V_gains_2,chi_out_1,chi_out_2,chi_out_3,h_out_1,h_out_2,h_out_3,p_out,q_out
112.22482093,364.86521938,7.3441674419,0.3461775194,4.4573643411,0.1925565891,-0.240310078,0.5772147287,-27.56674419,-4.919427132,1.666666667,0.1414387597,0.2648520271,10.7313768972561,100,24254.8451634479,100,100,0,100,100
165.45184496,376.82795116,25.823418605,1.8216782946,4.4186046512,0.6466527132,-0.255813953,0.2940604651,-42.21067907,-5.93674186,4.224806202,0.793448062,0.8720598364,5.64990419713323,100,3813.34448200232,100,100,0,100,100
181.27609535,230.28448682,34.540046512,2.2240875969,0.1550387597,0.634379845,-0.441860465,0.2664356589,-15.36346512,-6.445399225,0.581395349,0.7373612403,0.0702341395,11.4822614704923,100,237.891677705346,100,100,0,100,100
132.36477597,236.26585271,36.980702326,3.9678612403,0.3875968992,0.6711984496,1,0.556496124,-23.03409767,-5.237337984,2.403100775,0.1694821705,0.7241502419,100,100,0,100,100,0,49.8531682263429,100
106.47054806,26.918046512,4.5548465116,2.4588263566,4.6899224806,0.7877906977,-0.720930233,0.4529031008,-4.554846512,-2.121811628,2.596899225,0.597144186,0.2492825961,0.696088079785647,100,10262.6574026132,100,100,0,100,100
161.13614031,194.39629147,1.7655255814,2.9618379845,3.3333333333,0.0759643411,0.1472868217,0.7498697674,-0.719530233,-2.884797674,4.96124031,0.5550790698,0.3504838977,0.0265828000120598,49.9849710899986,4709.28704166662,100,100,0,100,100
17.279318605,116.63853488,1.0681953488,3.8001906977,2.9457364341,0.1066465116,-0.131782946,0.4736217054,-7.692832558,-8.2257,3.139534884,0.4148620155,0.2414978806,0.0632982883754984,100,2365.37874716158,100,100,0,100,100
79.137751938,299.07019457,8.738827907,4.0013953488,2.6744186047,0.7018806202,-0.612403101,0.3838410853,-14.31746977,-3.711365891,4.689922481,0.281655814,0.4828240612,7.28546806830765e-05,100,9205.23583304526,100,100,0,49.8778305013296,100
7.2093410853,302.06087752,3.5088511628,3.3642472868,2.984496124,0.2232387597,-0.953488372,0.480527907,-28.96140465,-2.058229457,0.736434109,0.2606232558,0.1792201566,6.57696018462438,100,44303.9936117784,100,100,0,100,49.8135418616722
74.822047287,173.46151085,33.494051163,0.2455751938,0.9689922481,0.2109658915,-0.333333333,0.142124031,-32.0993907,-0.405093023,1.279069767,0.6742635659,0.7942126814,10.8277788911003,100,223.496550381917,100,100,0,100,49.92569312471
159.69757209,317.01429225,19.198781395,3.6995883721,4.496124031,0.7386992248,0.488372093,0.6531829457,-24.77742326,-7.271967442,2.945736434,0.6181767442,0.0390952775,0.008594560633987,100,3594.1551630784,100,100,0,100,100
120.85623023,355.89317054,2.8115209302,3.2971790698,4.7674418605,0.2171023256,-0.069767442,0.3147790698,-16.06079535,-5.300920155,0.465116279,0.3237209302,0.9654764225,6.95255995684384,49.9418172426935,1492.64144943112,100,100,0,100,100
