chi_gains_1,chi_gains_2,phi_gains_1,phi_gains_2,phi_gains_3,h_gains_1,h_gains_2,h_gains_3,theta_gains_1,theta_gains_2,theta_gains_3,V_gains_1,V_gains_2,chi_out_1,chi_out_2,chi_out_3,h_out_1,h_out_2,h_out_3,p_out,q_out
5.7707728682,370.84658527,16.758125581,2.1234852713,1.6279069767,0.695744186,-0.023255814,0.0385310078,-26.52074884,-7.462713953,1.937984496,0.8495348837,0.6618725178,100,100,0,100,100,0,100,100
148.18902636,200.37765736,1.4168604651,3.7331224806,4.6511627907,0.3950589147,-0.689922481,0.832744186,-40.11868837,-4.283605426,4.302325581,0.6251875969,0.3971921907,1.58283990674178,100,1809.70756215875,100,100,0,100,49.6061548357126
25.910727907,164.48946202,5.9495069767,3.8337248062,2.4418604651,0.5423333333,-0.11627907,0.2526232558,-32.79672093,-2.566886822,0.348837209,0.6321984496,0.9187681295,6.04850157493108,100,36708.2323752687,3.27278749312991,100,0.377387501878745,100,46.7425408549742
60.436365116,35.890095349,10.830818605,4.0684635659,0.7364341085,0.4625596899,-0.581395349,0.3907472868,-23.38276279,-0.977332558,2.480620155,0.3657860465,0.0079564155,100,100,0,100,100,0,100,46.5957303786501
30.226432558,8.9739488372,37.329367442,-0.056231783,2.3643410853,0.2907395349,-0.519379845,0.3493100775,-4.206181395,-3.52061938,1.085271318,0.0082325581,0.5995947938,4.1339515177326,100,68016.0384088399,100,100,0,100,100
139.55761705,128.60126667,8.0414976744,0.2791093023,1.7441860465,0.579151938,-0.736434109,0.6393705426,-34.88871163,-2.185393798,0.891472868,0.5901333333,0.1870048721,6.66057802266222,100,17113.2322207904,3.42882039752655,100,0.128244016279533,49.7964391754362,100
44.612114729,29.908729457,31.402060465,1.0503937984,2.0930232558,0.0146,0.6279069767,0.3285914729,-18.15278605,-1.676736434,2.131782946,0.7163286822,0.1169424326,0.027991962450741,100,15140.3924674909,100,100,0,100,100
103.59341163,110.65716899,44.651334884,1.2180643411,4.0310077519,0.5914248062,0.2248062016,0.7222449612,-24.08009302,-4.410769767,1.162790698,0.0643193798,0.1013730016,9.6638242999637,100,19356.6716602229,100,100,0,100,100
77.699183721,257.20063333,33.842716279,0.4132457364,1.2015503876,0.7755178295,-0.178294574,0.1075930233,-9.087493023,-5.555248837,5,0.695296124,0.6073795093,7.84442551990394,100,18433.0668939794,100,100,0,100,100
169.76754961,17.945997674,31.053395349,0.0108364341,3.6821705426,0.4011953488,-0.007751938,0.3631224806,-23.73142791,-3.965694574,2.635658915,0.2886666667,0.910983414,100,100,0,100,100,0,49.9975623434055,100
38.85784186,77.759656589,7.6928325581,3.565451938,0,0.6896077519,-0.457364341,0.7636821705,-1.416860465,-3.58420155,1.899224806,0.6602418605,0.6229489403,100,100,0,100,100,0,100,100
67.629206202,62.80624186,5.2521767442,0.5809162791,3.2558139535,0.069827907,-0.534883721,0.6255581395,-22.68543256,-5.364502326,0.11627907,0.5410573643,0.5918100783,5.6068475472338,7.35972061237542,1.15673450268141,2.20246428795384,49.955989563123,1.56860746175929,15.298053092951,49.1158295410529
61.874933333,2.9925829457,21.988102326,2.358224031,3.7209302326,0.1496015504,0.1317829457,0.0799682171,-33.49405116,-0.214346512,0.310077519,0.1764930233,0.6463030868,6.42189164644725,100,2902.3947069223,100,100,0,100,100
82.014888372,83.741022481,22.685432558,-0.022697674,3.6434108527,0.4318775194,-0.317829457,0.8465565891,-17.45545581,-2.37614031,4.92248062,0.2676341085,0.2882061736,2.54125225296531,100,7327.89168448258,100,100,0,100,100
27.349296124,251.21926744,39.770023256,0.446779845,3.1395348837,0.3459674419,-0.782945736,0.2111860465,-8.041497674,-1.295243411,4.84496124,0.2746449612,0.9810458535,1.00308318876595,100,183.467379270688,100,100,0,100,100
87.76916124,59.815558915,10.133488372,2.8612356589,4.7286821705,0.5852883721,0.3643410853,0.5081527132,-20.24477674,-8.098535659,0.15503876,0.2395906977,0.5684559318,5.86760026513704,9.0527669873407,6.83134591436436,2.56106695108354,100,1.36872331081048,9.38282268423284,18.2517984568438
23.033591473,113.64785194,37.678032558,1.2515984496,1.3565891473,0.5484697674,-0.937984496,0.5841209302,-16.40946047,-2.503304651,2.984496124,0.7794263566,0.1947895876,2.32173211446588,100,17537.389228321,100,100,0,100,49.9819680110715
115.10195736,328.97702403,16.060795349,0.6144503876,3.1782945736,0.3827860465,0.519379845,0.7705883721,-38.72402791,-0.087182171,4.379844961,0.5130139535,0.4439004837,0.00521507538613086,100,64127.0554953589,100,100,0,100,49.8968478219651
102.15484341,272.15404806,6.9955023256,1.9222806202,4.8449612403,0.0330093023,-0.751937984,0.0454372093,-22.33676744,-0.277928682,1.434108527,0.5340465116,0.5061782078,2.78287295439281,100,18.5761253503299,100,100,0,100,49.8769664672756
51.804955814,41.87146124,3.8575162791,2.7941674419,1.4728682171,0.2600573643,0.8139534884,0.5910271318,-41.51334884,-2.694051163,3.759689922,0.6041550388,0.3037756047,2.39513957919991,100,16577.7124541453,100,100,0,100,100
18.717886822,98.694437209,14.666134884,0.3797116279,2.6356589147,0.7141534884,0.9534883721,0.6739015504,-34.1913814,-4.983009302,1.124031008,0.2956775194,0.4283310527,11.7157608751146,100,11936.1047315268,100,100,0,100,100
175.52182248,158.50809612,44.302669767,3.0624403101,1.7054263566,0.125055814,-0.875968992,0.280248062,-17.1067907,-1.740318605,0.503875969,0.4849705426,0.1714354411,6.62202478837353,100,12046.0716717575,4.41625995816538,100,0,100,49.7690442454739
156.82043566,263.18199922,35.934706977,2.928303876,2.0542635659,0.5730155039,-0.798449612,0.8189317829,-27.21807907,-7.907789147,3.488372093,0.744372093,0.3193450357,100,100,0,100,100,0,100,49.9253110291994
11.525045736,140.56399845,41.513348837,3.4983837209,4.6124031008,0.0821007752,-0.410852713,0.1835612403,-32.44805581,-7.08122093,1.511627907,0.2466015504,0.7397196729,39.0717108999461,100,4251.91560403058,100,100,0,100,100
10.086477519,170.47082791,35.58604186,1.083927907,3.023255814,0.5055147287,0.3798449612,0.6462767442,-8.738827907,-0.341510853,1.317829457,0.5480682171,0.7475043884,100,100,0,100,100,0,100,100
125.17193488,68.787607752,13.968804651,4.2026,3.9147286822,0.0391457364,0.7364341085,0.7844007752,-34.54004651,-7.653460465,2.790697674,0.4358945736,0.7007960953,0.010498316461274,100,3022.61647075018,100,100,0,100,100
96.400570543,11.964631783,18.501451163,1.1845302326,0.2325581395,0.3705131783,0.6124031008,0.0523434109,-18.50145116,-2.248975969,2.751937984,0.0152434109,0.2181437341,0.0344640448061324,100,5083.27583760865,100,100,0,100,100
64.752069767,38.880778295,39.42135814,3.4313155039,3.3720930233,0.186420155,-0.286821705,0.4321844961,-3.857516279,-2.821215504,4.80620155,0.0222542636,0.0235258465,100,100,0,100,100,0,100,100
46.050682946,254.20995039,24.080093023,0.1114387597,3.8372093023,0.6773348837,-0.224806202,0.5288713178,-13.27147442,-6.699727907,0.930232558,0.6532310078,0.8019973969,9.5582330004754,100,50004.1690260231,100,100,0,100,100
172.64468605,206.35902326,6.6468372093,1.3522007752,2.5968992248,0.2784666667,0.7674418605,0.0247186047,-19.1987814,-6.954056589,2.286821705,0.6111658915,0.5528865008,1.95892044676169,100,1310.69994522946,100,100,0,49.9531091520412,100
8.6479093023,20.93668062,19.896111628,1.8887465116,0.6589147287,0.3214217054,0.2403100775,0.8949,-15.71213023,-7.971371318,1.550387597,0.4218728682,0.4516851992,100,100,0,100,100,0,100,100
4.3322046512,185.42424264,18.850116279,3.6660542636,2.015503876,0.5546062016,0.6899224806,0.2733418605,-2.114190698,-1.549572093,2.713178295,0.3026883721,0.4127616217,100,100,0,100,100,0,100,100
109.3476845,382.80931705,29.658734884,2.8277015504,1.0465116279,0.1189193798,-0.03875969,0.8396503876,-21.63943721,-0.913750388,1.046511628,0.3377426357,0.5295323543,8.32594044322185,100,85191.1760145927,100,100,0,100,100
50.366387597,176.4521938,25.474753488,3.7666565891,3.1007751938,0.6282434109,0.4263565891,0.5979333333,-40.8160186,-0.850168217,3.682170543,0.0993736434,0.1091577171,0.377195456426603,100,2253.06174353424,100,100,0,100,100
33.103568992,322.99565814,32.099390698,0.8827232558,0.1937984496,0.6589255814,0.1162790698,0.7774945736,-21.29077209,-6.127488372,2.674418605,0.1624713178,0.6696572333,0.0190580051115736,100,209.993033419585,100,100,0,100,100
122.29479845,233.27516977,26.520748837,1.4192689922,0.6201550388,0.6834713178,0.6744186047,0.8741813953,-13.62013953,-0.532257364,4.457364341,0.1484496124,0.2570673116,0.0278715244942704,100,194553.749425145,100,100,0,49.0499800823862,49.3599824419418
86.330593023,361.87453643,38.026697674,1.5534054264,1.5891472868,0.4993782946,0.9224806202,0.342403876,-31.05339535,-3.139126357,2.248062016,0.8705674419,0.8642751209,0.0385265474900951,100,15204.2876031811,100,100,0,49.9518680667503,100
100.71627519,260.19131628,0.7195302326,3.5319178295,3.4108527132,0.1680108527,0.7209302326,0.4459968992,-14.66613488,-4.347187597,0.23255814,0.8565457364,0.3426991822,5.16423119542758,100,48489.1578182107,2.71441857551301,100,0.877577735502943,100,100
41.734978295,239.25653566,33.145386047,1.6204736434,0.2713178295,0.5361968992,0.4573643411,0.5357775194,-36.98070233,-6.191070543,4.88372093,0.7233395349,0.1480812946,0.0116149743523088,100,19673.5281155136,100,100,0,49.9226798087095,100
185.5918,146.54536434,12.574144186,1.4863372093,2.5581395349,0.4134682171,-0.426356589,0.7084325581,-35.93470698,-1.23166124,3.023255814,0.8285023256,0.957691707,100,100,0,100,100,0,100,100
31.665000775,373.83726822,15.363465116,2.7606333333,4.0697674419,0.6159705426,-0.472868217,0.5495899225,-41.16468372,-8.162117829,1.472868217,0.1975255814,0.8253515434,15.4407627781227,100,16120.8445479825,100,100,0,100,100
164.01327674,182.43355969,3.1601860465,2.995372093,2.7519379845,0.7632449612,0.7054263566,0.7153387597,-19.89611163,-1.867482946,0.658914729,0.3447534884,0.4205463372,4.43415444008704,100,6298.62933766015,100,100,0,100,49.4338277180654
48.92781938,224.30312093,27.915409302,0.5473821705,2.2868217054,0.2846031008,-0.379844961,0.8672751938,-26.86941395,-4.72868062,3.992248062,0.8355131783,0.9031986984,2.61825430486248,100,22199.5927926126,100,100,0,100,100
57.559228682,367.85590233,12.22547907,2.6600310078,0.4651162791,0.4380139535,0.9379844961,0.004,-20.59344186,-6.000324031,1.821705426,0.3307317829,0.093588286,0.189727238607476,100,56.648640414021,100,100,0,100,100
14.402182171,266.17268217,38.375362791,3.2636449612,4.2248062016,0.4196046512,0.2093023256,0.6877139535,-20.94210698,-6.318234884,3.837209302,0.3167100775,0.4594699147,0.0277932496593303,100,28592.3289035462,100,100,0,100,100
76.260615504,325.98634109,0.3708651163,3.1295085271,3.8759689922,0.2355116279,0.9069767442,0.1766550388,-31.75072558,-2.948379845,4.031007752,0.5761116279,0.6151642248,1.61749393722862,100,24171.3122607774,100,100,0,100,100
151.06616279,248.2285845,17.80412093,0.513848062,3.4496124031,0.7325627907,0.8604651163,0.4114658915,-28.26407442,-1.613154264,3.643410853,-0.005789147,0.8798445519,100,100,0,100,100,0,100,100
162.57470853,290.09814574,22.336767442,0.2120410853,0.5426356589,0.3030124031,0.8294573643,0.8810875969,-17.80412093,-5.428084496,2.209302326,0.5060031008,0.7708585349,3.47970853435129,100,45175.6285633443,100,100,0,100,100
40.296410078,119.62921783,41.164683721,4.0349294574,2.2480620155,0.2661937984,-0.627906977,0.5426837209,-5.252176744,-3.329872868,1.744186047,0.3868186047,0.7163655264,0.0339730836906158,100,17843.4738701199,100,100,0,100,100
158.25900388,343.93043876,15.712130233,2.291155814,1.3178294574,0.4932418605,0.0697674419,0.8258379845,-35.58604186,-6.636145736,0.813953488,0.183503876,0.015741131,6.06215693096839,100,0.44430469702943,100,100,0,100,49.4440868891622
24.47215969,287.10746279,2.462855814,0.8491891473,1.6666666667,0.1986930233,0.3178294574,0.694620155,-44.65133488,-3.774948062,2.325581395,0.1274170543,0.8097821124,100,100,0,100,100,0,100,100
56.120660465,352.9024876,23.731427907,1.2851325581,0.0775193798,0.1127829457,-0.147286822,0.3562162791,-5.949506977,-6.826892248,0.387596899,0.6672527132,0.3349144667,8.98546350829451,100,64751.2612993056,100,100,0,100,100
166.89041318,122.61990078,26.869413953,3.8672589147,3.2945736434,0.2477844961,-0.813953488,0.1697488372,-18.85011628,-8.034953488,1.627906977,0.8635565891,0.988830569,100,100,0,100,100,0,49.952029251321,100
83.453456589,212.34038915,38.724027907,0.7150527132,4.3410852713,0.3152852713,-0.92248062,0.2319046512,-9.784823256,-5.618831008,1.240310078,0.5200248062,0.0858035705,4.83416167507492,100,63451.2900494055,100,100,0,100,100
99.277706977,107.66648605,20.244776744,1.9893488372,0.5813953488,0.0452821705,0.1007751938,0.5634023256,-44.30266977,-4.220023256,0.271317829,0.3587751938,0.1558660101,6.88397180223994,7.34726515477864,0.667616185481745,2.14011917039466,100,1.6809862865848,10.0461997021471,21.3234735927018
66.190637984,308.04224341,5.6008418605,0.6479844961,4.8837209302,0.7264263566,0.007751938,0.3009666667,-43.25667442,-1.803900775,1.201550388,0.7023069767,0.5451017853,6.71811353985201,100,25150.8371492862,100,100,0,100,47.1807805617609
128.04907132,284.11677984,16.409460465,1.3857348837,2.2093023256,0.7693813953,-0.829457364,0.3976534884,-5.60084186,-5.046591473,2.054263566,0.0923627907,0.046879993,100,100,0,100,100,0,100,100
113.66338915,305.05156047,14.317469767,1.4528031008,3.0620155039,0.3091488372,-0.488372093,0.8603689922,-10.13348837,-3.647783721,2.093023256,0.842524031,0.2103590186,0.040750802521289,100,29800.7968506466,100,100,0,100,100
92.084865891,385.8,28.961404651,1.0168596899,2.8682170543,0.2539209302,0.3023255814,0.066155814,-27.9154093,-0.595839535,1.782945736,0.0713302326,0.4672546302,6.84390644070202,100,28571.6066238191,100,100,0,49.7614082488178,100
28.787864341,311.03292636,6.298172093,0.4803139535,1.8217054264,0.4809689922,-0.085271318,0.2457170543,-13.96880465,-0.659421705,3.178294574,0.4779596899,0.078018855,6.47882874276953,100,51826.7553771547,100,100,0,100,100
43.173546512,334.95838992,27.566744186,2.3917581395,2.7131782946,0.7939271318,0.1782945736,0.5012465116,-30.0074,-4.156441085,0.852713178,0.7303503876,0.0001717,6.53686313450873,100,375.367675926798,100,100,0,100,100
69.067774419,191.40560853,9.7848232558,1.5198713178,0.8139534884,0.2293751938,-1,0.7360573643,-29.65873488,-7.335549612,4.612403101,0.0292651163,0.062449424,0.0417590172745257,100,30806.6372810225,100,100,0,100,100
21.595023256,188.41492558,17.106790698,3.5989860465,4.9612403101,0.5300604651,-0.209302326,0.0937806202,-37.32936744,-5.682413178,2.558139535,0.3727968992,0.1247271481,1.94001628387403,100,1150.51121128804,100,100,0,100,100
58.997796899,278.13541395,21.290772093,1.5869395349,1.4341085271,0.3766496124,0.5658914729,0.3354976744,-3.160186047,-4.092858915,0.968992248,0.0502976744,0.9499069915,100,100,0,100,100,0,100,100
15.840750388,32.899412403,23.382762791,1.3186666667,0.9302325581,0.6527891473,-0.76744186,0.2595294574,-39.07269302,-6.508981395,0.426356589,0.3517643411,0.3894074752,7.04201636703155,100,45702.3363499886,2.36802593899541,100,113.969109372343,100,100
93.523434109,221.31243798,0.0222,0.9833255814,1.7829457364,0.4564232558,-0.984496124,0.2871542636,-29.31006977,-5.809577519,2.868217054,0.4499162791,0.9343375605,2.09837295982361,100,2053.61871220769,100,100,0,100,49.6456991838486
73.38347907,379.81863411,32.79672093,2.2576217054,4.3798449612,0.0943736434,0.2868217054,0.1490302326,-2.81152093,-6.572563566,1.860465116,0.8144806202,0.7319349574,0.00625927647661118,100,41925.8429293795,100,100,0,100,100
178.39895891,179.44287674,40.816018605,0.1449728682,2.4031007752,0.5668790698,0.6589147287,0.8051193798,-30.70473023,-0.150764341,0.775193798,0.6812744186,0.4983934922,6.11948399702018,100,10374.3423378427,1.92618605448633,100,265.578683522427,100,49.9722470997012
171.20611783,86.731705426,30.0074,1.6875418605,3.5271317829,0.6036976744,-0.550387597,0.1628426357,-30.35606512,-1.104496899,3.875968992,0.4989922481,0.1402965791,100,100,0,100,100,0,100,100
35.980705426,167.48014496,40.118688372,4.1019976744,1.2403100775,0.468696124,-0.395348837,0.5150589147,-43.95400465,-4.537934109,2.015503876,0.8775782946,0.3816227597,8.96975849642459,100,7467.38010973933,100,100,0,100,100
53.243524031,23.927363566,43.256674419,3.0289062016,2.519379845,0.352103876,0.4728682171,0.7291511628,-42.55934419,-3.457037209,1.356589147,0.134427907,0.8954139829,9.50627757374297,100,7755.45221344391,100,100,0,100,48.8982937914138
136.68048062,143.5546814,35.237376744,3.3977813953,4.1860465116,0.4257410853,0.2558139535,0.8879937984,-4.903511628,-0.723003876,1.705426357,0.646220155,0.1636507256,0.00643313086050568,100,21876.9068143562,100,100,0,100,100
145.31188992,346.92112171,36.283372093,2.4923604651,4.1472868217,0.5116511628,0.8449612403,0.6669953488,-11.87681395,-7.780624806,1.976744186,0.3798077519,0.8564904054,100,100,0,100,100,0,100,100
133.80334419,47.852827132,23.034097674,3.0959744186,1.007751938,0.0575550388,0.5503875969,0.7913069767,-15.0148,-2.439722481,3.565891473,0.0432868217,0.6307336558,0.00542531217201159,100,23603.5353176556,100,100,0,100,100
12.963613953,340.93975581,4.9035116279,1.788144186,1.976744186,0.2048294574,0.8759689922,0.8120255814,-7.344167442,-4.601516279,3.798449612,0.4429054264,0.3115603202,0.0636886306556672,100,4662.25955052794,100,100,0,100,49.5606944431963
37.419273643,275.14473101,9.0874930233,2.3246899225,3.488372093,0.241648062,-0.705426357,0.7429635659,-3.508851163,-1.931065116,2.170542636,0.3938294574,0.8876292674,0.0160210400102639,100,5411.5398776834,100,100,0,49.965538260846,100
153.94329922,137.5733155,13.271474419,1.6540077519,4.3023255814,0.4748325581,-0.658914729,0.2249984496,-45,-5.110173643,1.007751938,0.2115472868,0.5373170698,6.58556940427336,100,33410.4020951161,100,100,0,100,100
89.207729457,104.6758031,41.862013953,1.150996124,3.992248062,0.1557379845,-0.643410853,0.4598093023,-43.60533953,-4.474351938,3.410852713,0.4919813953,0.4906087767,100,100,0,100,100,0,100,49.53993611232
94.962002326,203.36834031,34.191381395,1.1174620155,0.8527131783,0.0268728682,0.1627906977,0.5219651163,-0.0222,-7.717042636,4.496124031,0.5831224806,0.6930113798,0.105953643611478,100,66416.7837171444,100,100,0,100,49.8596825342079
138.11904884,227.29380388,21.639437209,2.5594286822,5,0.1618744186,-0.891472868,0.6600891473,-11.52814884,-7.399131783,3.914728682,0.232579845,0.4049769062,0.0628833206670185,100,2188.29235424536,100,100,0,100,100
117.9790938,358.88385349,15.0148,2.6264968992,2.1317829457,0.1434651163,-0.596899225,0.1973736434,-40.46735349,-4.66509845,3.255813953,0.5691007752,0.031310562,100,100,0,100,100,0,100,100
1.4550682171,245.23790155,39.072693023,3.1965767442,2.1705426357,0.1005100775,0.503875969,0.3769348837,-36.63203721,-1.358825581,4.728682171,0.3096992248,0.7085808109,0.0937529549554696,100,31027.6607660658,100,100,0,100,49.9353405716456
155.38186744,281.1260969,34.888711628,1.9558147287,4.8062015504,0.1741472868,0.1937984496,0.4252782946,-41.86201395,-7.844206977,-0,0.4569271318,0.2259284496,5.33905922543436,7.5175160218837,3.68680213998951,2.04223795288199,100,1.71903472637049,24.8495205709587,49.9033870159068
84.892024806,320.00497519,31.750725581,3.1630426357,1.8604651163,0.1802837209,-0.968992248,0.0730620155,-10.48215349,-6.890474419,3.294573643,0.1063844961,0.3271297512,0.0334811400968427,100,8873.86947020711,100,100,0,100,100
97.83913876,80.750339535,18.152786047,4.1690658915,0.3100775194,0.2723302326,0.4108527132,0.0868744186,-28.61273953,-6.763310078,3.720930233,0.4008403101,0.6852266643,21.497392140776,100,23187.9960674606,100,100,0,100,100
70.506342636,95.703754264,9.4361581395,0.1785069767,0.0387596899,0.1311922481,0.0542635659,0.7982131783,-6.995502326,-2.31255814,0.03875969,0.0012217054,0.4361157682,10.6139620628301,10.9126407948079,0.403142432301462,2.25614340755085,100,3.90315330191784,100,47.6489554094331
34.542137209,337.94907287,27.21807907,0.7485868217,3.9534883721,0.3336945736,0.6434108527,0.1904674419,-33.14538605,-7.526296124,3.604651163,0.5620899225,0.2959908891,17.7083023841081,100,9203.80508752227,100,100,0,100,100
174.08325426,14.955314729,11.876813953,2.8947697674,1.1240310078,0.4441503876,-0.565891473,0.3078728682,-1.765525581,-3.011962016,1.589147287,0.1554604651,0.6540878023,0.0169248736645322,100,1961.24144692367,100,100,0,100,100
179.83752713,56.824875969,40.467353488,-0.089765891,1.1627906977,0.4073317829,-0.100775194,0.618651938,-25.12608837,-5.491666667,4.76744186,0.7583937984,0.2726367426,2.70040490996443,100,38812.5336319972,100,100,0,100,100
105.03197984,242.2472186,30.704730233,1.7546100775,1.511627907,0.8000635659,-0.162790698,0.1144992248,-33.84271628,-3.202708527,0.07751938,-0.0128,0.7864279659,6.3095360793222,43.6477529507251,9.59239624964616,2.10894505840399,100,7.2974478995296,43.8967713383136,44.0616057761203
116.54052558,101.68512016,24.42875814,3.9007930233,4.9224806202,0.3582403101,0.023255814,0.1283116279,-24.42875814,-3.393455039,4.108527132,0.085351938,0.9966152845,0.0439365230219124,100,12922.1523331999,100,100,0,100,100
63.31350155,152.52673023,11.179483721,2.5258945736,0.4263565891,0.3398310078,-0.302325581,0.2388108527,-12.57414419,-1.994647287,4.651162791,0.7513829457,1.0044,100,100,0,100,100,0,100,100
140.99618527,92.713071318,24.777423256,2.4252922481,2.8294573643,0.0207364341,0.3333333333,0.1559364341,-35.23737674,-0.0236,4.069767442,0.8845891473,0.5762406473,0.426884801030433,100,75.5913077816951,100,100,0,100,100
